rooms,area,floor,repaired,terrace,region,district,house_name,builder_name,builder_phone,building_starts,building_ends,installment_pay_month,prepayment_percent,finished_flat,price_per_area,total_price,flat_plan_image_url
3,86.65,3,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,40,No,14000000,1213100000,"https://service.app.uysot.uz/files/com-12/image/230616-144511-55c15e6b-441b-435e.jpg, https://service.app.uysot.uz/files/com-12/image/230616-144514-2798e78b-bb98-4bb5.jpg, , "
3,97.42,1,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,40,No,14000000,1363880000,"https://service.app.uysot.uz/files/com-12/image/230616-144307-69cbc2af-e8e6-43cf.jpg, https://service.app.uysot.uz/files/com-12/image/230616-144305-d895291d-4210-4e71.jpg, , "
3,97.52,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,40,No,12000000,1170240000,"https://service.app.uysot.uz/files/com-12/image/230616-164050-b27d3e3b-5d2e-4596.jpg, https://service.app.uysot.uz/files/com-12/image/230616-164048-74ffbc85-1dae-4c79.jpg, , "
3,98.37,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,10,30,No,12000000,1180440000,"https://service.app.uysot.uz/files/com-12/image/220802-171724-4dbb7eed-0979-40e5.png, https://service.app.uysot.uz/files/com-12/image/230825-153846-aef78412-a202-4175.jpg, , "
3,99.5,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,12000000,1194000000,"https://service.app.uysot.uz/files/com-12/image/230919-154250-03bfb995-eaab-42ff.jpg, https://service.app.uysot.uz/files/com-12/image/230919-144308-c72164c0-c2ca-4c2c.jpg, , "
3,99.57,9,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,10,50,No,9700000,965829000,"https://service.app.uysot.uz/files/com-12/image/220802-165856-1960780e-1a11-4a7e.png, https://service.app.uysot.uz/files/com-12/image/220802-165916-f2837150-2329-4523.jpg, , "
3,99.67,9,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,10,30,No,12500000,1245875000,"https://service.app.uysot.uz/files/com-12/image/220802-164555-957c99e1-ec26-48bf.png, https://service.app.uysot.uz/files/com-12/image/230825-153200-e98f7d03-46e7-4159.jpg, , "
3,99.67,8,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,22,50,No,12500000,1245875000,"https://service.app.uysot.uz/files/com-12/image/221207-184421-6b991848-ee2f-486c.jpg, https://service.app.uysot.uz/files/com-12/image/221207-184425-4008acf5-e331-4b28.jpg, , "
3,99.67,7,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,10,30,No,13000000,1295710000,"https://service.app.uysot.uz/files/com-12/image/220802-164555-957c99e1-ec26-48bf.png, https://service.app.uysot.uz/files/com-12/image/230825-153200-e98f7d03-46e7-4159.jpg, , "
3,103.6,8,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,12500000,1295000000,"https://service.app.uysot.uz/files/com-12/image/230919-143738-ee5b9ab4-a916-4ceb.jpg, https://service.app.uysot.uz/files/com-12/image/230919-154617-8076dc24-9b6b-49c4.jpg, , "
3,103.6,7,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,13000000,1346800000,"https://service.app.uysot.uz/files/com-12/image/230919-154617-8076dc24-9b6b-49c4.jpg, https://service.app.uysot.uz/files/com-12/image/230919-143738-ee5b9ab4-a916-4ceb.jpg, , "
3,103.6,5,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,13500000,1398600000,"https://service.app.uysot.uz/files/com-12/image/230919-143738-ee5b9ab4-a916-4ceb.jpg, https://service.app.uysot.uz/files/com-12/image/230919-154617-8076dc24-9b6b-49c4.jpg, , "
3,103.82,9,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,40,No,12500000,1297750000,"https://service.app.uysot.uz/files/com-12/image/230616-145230-d9f4128d-c83e-4df6.jpg, https://service.app.uysot.uz/files/com-12/image/230616-145234-2bb0f197-4fed-4cd6.jpg, , "
3,103.82,7,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,40,No,13000000,1349660000,"https://service.app.uysot.uz/files/com-12/image/230616-144852-9d5dde93-c5d5-4a56.jpg, https://service.app.uysot.uz/files/com-12/image/230616-144849-6112d769-d935-46c8.jpg, , "
3,103.82,4,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,40,No,13500000,1401570000,"https://service.app.uysot.uz/files/com-12/image/230616-144552-d71c1187-6065-4312.jpg, https://service.app.uysot.uz/files/com-12/image/230616-144554-97be2ac4-f410-44bf.jpg, , "
3,104.78,1,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,50,No,14000000,1466920000,not available
3,105.0,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,12,50,No,12000000,1260000000,"https://service.app.uysot.uz/files/com-12/image/230825-155111-50840dcb-b4ff-415c.jpg, https://service.app.uysot.uz/files/com-12/image/220803-150551-e3b56706-23bc-43d3.jpg, , "
3,105.0,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,12000000,1260000000,"https://service.app.uysot.uz/files/com-12/image/220803-121740-fead94da-be59-4a66.jpg, https://service.app.uysot.uz/files/com-12/image/230825-155327-0f6037ab-4554-4188.jpg, , "
3,105.02,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,50,No,10000000,1050200000,not available
3,105.02,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,40,No,12000000,1260240000,"https://service.app.uysot.uz/files/com-12/image/230616-164355-cb20f289-2396-4a00.jpg, https://service.app.uysot.uz/files/com-12/image/230616-164351-f33bc864-2d7d-4228.jpg, , "
3,107.24,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,12000000,1286880000,"https://service.app.uysot.uz/files/com-12/image/230919-160312-84e0f8af-b28a-426e.jpg, https://service.app.uysot.uz/files/com-12/image/230919-103219-f3e42664-210c-4887.jpg, , "
3,107.42,8,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,50,No,12500000,1342750000,"https://service.app.uysot.uz/files/com-12/image/230419-130246-05875a94-b139-4e70.jpg, https://service.app.uysot.uz/files/com-12/image/230419-125928-7f8ca199-1feb-427d.jpg, , "
3,107.42,6,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,50,No,13000000,1396460000,"https://service.app.uysot.uz/files/com-12/image/230419-130246-05875a94-b139-4e70.jpg, https://service.app.uysot.uz/files/com-12/image/230419-125928-7f8ca199-1feb-427d.jpg, , "
3,107.42,4,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,50,No,13500000,1450170000,"https://service.app.uysot.uz/files/com-12/image/230419-130246-05875a94-b139-4e70.jpg, https://service.app.uysot.uz/files/com-12/image/230419-125928-7f8ca199-1feb-427d.jpg, , "
3,107.42,3,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,50,No,14000000,1503880000,"https://service.app.uysot.uz/files/com-12/image/230419-125928-7f8ca199-1feb-427d.jpg, https://service.app.uysot.uz/files/com-12/image/230419-130246-05875a94-b139-4e70.jpg, , "
3,108.22,9,No,10.0,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,40,No,11500000,1244530032,"https://service.app.uysot.uz/files/com-12/image/230616-152411-8af33a34-fdf1-492d.jpg, https://service.app.uysot.uz/files/com-12/image/230802-124902-e94b72a1-54d6-404c.jpg, , "
3,108.22,8,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,40,No,12500000,1352750000,"https://service.app.uysot.uz/files/com-12/image/230616-151406-2d4c5b46-6c9a-48ea.jpg, https://service.app.uysot.uz/files/com-12/image/230802-124902-e94b72a1-54d6-404c.jpg, , "
3,108.22,6,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,40,No,13000000,1406860000,"https://service.app.uysot.uz/files/com-12/image/230616-151406-2d4c5b46-6c9a-48ea.jpg, https://service.app.uysot.uz/files/com-12/image/230802-124902-e94b72a1-54d6-404c.jpg, , "
3,108.22,4,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,40,No,13500000,1460970000,"https://service.app.uysot.uz/files/com-12/image/230616-150554-f3c67126-eb21-44f4.jpg, https://service.app.uysot.uz/files/com-12/image/230802-124902-e94b72a1-54d6-404c.jpg, , "
3,109.1,6,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,12,50,No,10500000,1145550000,"https://service.app.uysot.uz/files/com-12/image/220803-150845-d1bb3fc1-1072-4bb8.jpg, https://service.app.uysot.uz/files/com-12/image/230825-155111-50840dcb-b4ff-415c.jpg, , "
3,109.1,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,12000000,1309200000,"https://service.app.uysot.uz/files/com-12/image/220803-121740-fead94da-be59-4a66.jpg, https://service.app.uysot.uz/files/com-12/image/230825-155317-38674ec6-4c95-4547.jpg, , "
3,109.1,8,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,12,50,No,12500000,1363750000,"https://service.app.uysot.uz/files/com-12/image/230825-155111-50840dcb-b4ff-415c.jpg, https://service.app.uysot.uz/files/com-12/image/220803-150845-d1bb3fc1-1072-4bb8.jpg, https://service.app.uysot.uz/files/com-12/image/230825-155146-e0124856-6fb0-4c69.jpg, https://service.app.uysot.uz/files/com-12/image/230825-155100-4ba25bda-76b8-48ef.jpg"
3,109.1,8,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,12500000,1363750000,"https://service.app.uysot.uz/files/com-12/image/230825-155327-0f6037ab-4554-4188.jpg, https://service.app.uysot.uz/files/com-12/image/230825-155317-38674ec6-4c95-4547.jpg, https://service.app.uysot.uz/files/com-12/image/220803-122047-222dda89-c055-4c29.jpg, https://service.app.uysot.uz/files/com-12/image/220803-121951-cff219e7-08d7-47cf.jpg"
3,109.1,6,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,13000000,1418300000,"https://service.app.uysot.uz/files/com-12/image/230825-155317-38674ec6-4c95-4547.jpg, https://service.app.uysot.uz/files/com-12/image/220803-121951-cff219e7-08d7-47cf.jpg, https://service.app.uysot.uz/files/com-12/image/230825-155327-0f6037ab-4554-4188.jpg, https://service.app.uysot.uz/files/com-12/image/220803-122047-222dda89-c055-4c29.jpg"
3,109.1,5,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,13500000,1472850000,"https://service.app.uysot.uz/files/com-12/image/230825-155100-4ba25bda-76b8-48ef.jpg, https://service.app.uysot.uz/files/com-12/image/230825-155146-e0124856-6fb0-4c69.jpg, , "
3,109.2,8,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,12500000,1365000000,"https://service.app.uysot.uz/files/com-12/image/230919-103219-f3e42664-210c-4887.jpg, https://service.app.uysot.uz/files/com-12/image/230919-160312-84e0f8af-b28a-426e.jpg, , "
3,109.2,6,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,13000000,1419600000,"https://service.app.uysot.uz/files/com-12/image/230919-102319-8a8814fd-2934-45d7.jpg, https://service.app.uysot.uz/files/com-12/image/230919-155857-aa7290b8-0e6e-4e76.jpg, , "
3,109.2,5,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,18,50,No,13500000,1474200000,"https://service.app.uysot.uz/files/com-12/image/230919-102319-8a8814fd-2934-45d7.jpg, https://service.app.uysot.uz/files/com-12/image/230919-155857-aa7290b8-0e6e-4e76.jpg, , "
3,111.53,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,7,50,No,9600000,1070688000,"https://service.app.uysot.uz/files/com-12/image/220802-174928-4c18a006-355e-4bb1.jpg, https://service.app.uysot.uz/files/com-12/image/220802-162912-abda35ca-77f0-4e75.png, , "
3,111.53,7,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,8,50,No,10500000,1171065000,"https://service.app.uysot.uz/files/com-12/image/220802-174928-4c18a006-355e-4bb1.jpg, https://service.app.uysot.uz/files/com-12/image/220802-162912-abda35ca-77f0-4e75.png, , "
3,167.16,0,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,12,30,No,27335625,4569423075,not available
4,100.6,0,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,20,50,No,4500000,452700000,not available
4,112.82,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,24,30,No,12000000,1353840000,"https://service.app.uysot.uz/files/com-12/image/231003-104727-cb9cccb8-e795-4d98.jpg, https://service.app.uysot.uz/files/com-12/image/231003-104723-69f397a7-aa89-442d.jpg, , "
4,119.2,8,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,24,30,No,12500000,1490000000,"https://service.app.uysot.uz/files/com-12/image/231003-104606-513f3841-3588-4f4a.jpg, https://service.app.uysot.uz/files/com-12/image/231003-104609-c1300758-49a2-410c.jpg, , "
4,128.84,10,No,not available,Toshkent shahri,Shayxontohur tumani,Ko'kcha-Oqtepa,LOTUS ART HOUSE MCHJ,998934918004,23-05-2022,23-05-2024,10,30,No,12000000,1546080000,"https://service.app.uysot.uz/files/com-12/image/220802-165024-448e6662-2b3d-44b4.png, https://service.app.uysot.uz/files/com-12/image/230825-153216-a2d5197b-7395-494f.jpg, , "
