"rooms","area","price_per_area","price_per_area_repaired","price_repaired","price_not_repaired","prepayment","prepayment_percent","repaired","floor","delay","status","discount_id","terrance_area","terrace_price_per_area","errace_price_per_area_repaired","building_name","house_start","house_finish","house_name","house_district","house_region","builder_name","builder_phone","string_agg"
1,"32.43","3000000.00","4500000.00","145935000.00","97290000.00","29187000.00","30",False,0,12,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-170622-1bd5cbae-b9b7-4227.jpg"
1,"38.44","9100000.00",NULL,NULL,"349804000.00","174902000.00","50",False,10,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-190505-ffcf8ea6-b646-4a1a.jpg, files/com-12/image/221207-190510-be77e64b-7945-4382.jpg"
1,"38.68","8000000.00","8500000.00","328780000.00","309440000.00","92832000.00","30",False,1,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"38.68","10500000.00","9200000.00","355856000.00","406140000.00","243684000.00","60",False,1,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-171436-8d44d967-d318-495a.jpg, files/com-12/image/221207-171442-a3711690-639c-4f23.jpg"
1,"38.74","8300000.00","8300000.00","321542000.00","321542000.00","96463000.00","30",False,10,18,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-190346-b139eeee-0e78-4e86.jpg, files/com-12/image/221207-190352-7a8243d7-d2ff-4414.jpg"
1,"38.74","12000000.00","12000000.00","464880000.00","464880000.00","139464000.00","30",False,10,24,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/231003-104714-ff250108-1755-47d0.jpg, files/com-12/image/231003-104712-08833344-0050-470d.jpg"
1,"38.74","14000000.00","14000000.00","542360000.00","542360000.00","162708000.00","30",False,3,24,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/231003-110140-68a47d0f-f154-4142.jpg, files/com-12/image/231003-110144-0baf9d8e-1a88-46db.jpg"
1,"38.97","3000000.00","4500000.00","175365000.00","116910000.00","35073000.00","30",False,0,8,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-174540-6a928e42-c2e7-4f9f.jpg"
1,"38.97","3000000.00","4500000.00","175365000.00","116910000.00","3507300000.00","30",False,0,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"39.4","8500000.00","8500000.00","334900000.00","334900000.00","100470000.00","30",True,1,12,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-170656-075cfe88-d942-48c4.png, files/com-12/image/220802-170704-5880116b-f137-4881.jpg"
1,"39.44","7000000.00","7000000.00","276080000.00","276080000.00","82824000.00","30",False,10,12,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-171548-8c439cdd-1d24-4571.png, files/com-12/image/220802-171558-1d69ebb4-5183-4aff.jpg"
1,"40.7","11200000.00","11200000.00","455840000.00","455840000.00","136752000.00","30",False,9,18,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/230919-154758-fae9bc46-535c-4998.jpg, files/com-12/image/230919-143937-aa2ee647-f792-4827.jpg"
1,"40.7","11500000.00","11500000.00","468050000.00","468050000.00","140415000.00","30",False,3,18,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/230919-144433-0a576df3-b3db-4864.jpg, files/com-12/image/230919-154405-159c7a78-3e94-4681.jpg"
1,"40.7","11500000.00","11500000.00","468050000.00","468050000.00","140415000.00","30",False,5,18,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/230919-154758-fae9bc46-535c-4998.jpg, files/com-12/image/230919-143937-aa2ee647-f792-4827.jpg"
1,"40.7","11500000.00","11500000.00","468050000.00","468050000.00","140415000.00","30",False,6,18,"BOOKED",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/230919-143937-aa2ee647-f792-4827.jpg, files/com-12/image/230919-154758-fae9bc46-535c-4998.jpg"
1,"40.7","11500000.00","11500000.00","468050000.00","468050000.00","140415000.00","30",False,7,18,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/230919-154758-fae9bc46-535c-4998.jpg, files/com-12/image/230919-143937-aa2ee647-f792-4827.jpg"
1,"40.7","11500000.00","11500000.00","468050000.00","468050000.00","140415000.00","30",False,8,18,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/230919-143937-aa2ee647-f792-4827.jpg, files/com-12/image/230919-154758-fae9bc46-535c-4998.jpg"
1,"40.7","11500000.00","11500000.00","468050000.00","468050000.00","140415000.00","30",True,4,18,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/230919-154405-159c7a78-3e94-4681.jpg, files/com-12/image/230919-144433-0a576df3-b3db-4864.jpg"
1,"40.7","11500000.00","11500000.00","468050000.00","468050000.00","140415000.00","30",True,10,18,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/230920-101330-6b821b4a-fd7d-42d5.jpg, files/com-12/image/230920-101333-db85fa71-4733-4f31.jpg"
1,"40.84","6500000.00","7000000.00","285880000.00","265461000.00","0.00","30",True,10,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"40.84","7300000.00","7800000.00","318552000.00","298132000.00","0.00","30",True,9,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"40.84","7600000.00","8100000.00","330804000.00","310384000.00","93116000.00","30",True,7,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"40.84","7800000.00","8300000.00","338972000.00","318552000.00","0.00","30",False,4,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"40.84","7800000.00","8300000.00","338972000.00","318552000.00","0.00","30",True,5,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"40.84","7900000.00","7900000.00","322636000.00","322636000.00","96791000.00","30",True,8,12,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-175918-19842a4d-77b5-4989.png, files/com-12/image/220802-165000-23e32bcf-8449-46c7.png"
1,"40.84","8000000.00","8500000.00","347140000.00","326720000.00","0.00","30",True,3,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"40.84","8800000.00","8800000.00","359392000.00","359392000.00","107818000.00","30",False,9,18,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-185530-be1ee70c-eb11-44c5.jpg, files/com-12/image/221207-185523-5e7feffb-9f10-4a59.jpg"
1,"40.84","9000000.00","9000000.00","367560000.00","367560000.00","110268000.00","30",False,6,18,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-185523-5e7feffb-9f10-4a59.jpg, files/com-12/image/221207-185530-be1ee70c-eb11-44c5.jpg"
1,"40.84","9000000.00","9000000.00","367560000.00","367560000.00","110268000.00","30",True,6,10,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-175918-19842a4d-77b5-4989.png, files/com-12/image/220802-165000-23e32bcf-8449-46c7.png"
1,"40.84","10000000.00",NULL,NULL,"408400000.00","204200000.00","50",False,7,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-185530-be1ee70c-eb11-44c5.jpg, files/com-12/image/221207-185523-5e7feffb-9f10-4a59.jpg"
1,"40.84","10000000.00",NULL,NULL,"408400000.00","204200000.00","50",False,8,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-185523-5e7feffb-9f10-4a59.jpg, files/com-12/image/221207-185530-be1ee70c-eb11-44c5.jpg"
1,"40.84","10500000.00","9200000.00","375728000.00","428820000.00","257292000.00","60",False,4,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-185523-5e7feffb-9f10-4a59.jpg, files/com-12/image/221207-185530-be1ee70c-eb11-44c5.jpg"
1,"40.84","10500000.00","9200000.00","375728000.00","428820000.00","257292000.00","60",False,5,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-185530-be1ee70c-eb11-44c5.jpg, files/com-12/image/221207-185523-5e7feffb-9f10-4a59.jpg"
1,"40.84","10600000.00","10600000.00","432904000.00","432904000.00","129871200.00","30",False,10,24,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/230919-103130-26797815-5d5e-454a.jpg, files/com-12/image/230919-160240-26694a5b-033c-4f22.jpg"
1,"40.84","14000000.00","14000000.00","571760000.00","571760000.00","343056000.00","60",False,3,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-182742-f6c8bdd3-817b-4635.jpg, files/com-12/image/221207-182748-a156e489-55ef-42ef.jpg"
1,"41.14","6500000.00","7000000.00","287980000.00","267410000.00","0.00","30",True,10,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"41.14","7300000.00","7800000.00","320892000.00","300322000.00","0.00","30",True,9,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"41.14","7600000.00","8100000.00","333234000.00","312664000.00","0.00","30",True,6,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"41.14","7600000.00","8100000.00","333234000.00","312664000.00","0.00","30",True,7,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"41.14","7800000.00","8300000.00","341462000.00","320892000.00","0.00","30",False,4,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"41.14","7800000.00","8300000.00","341462000.00","320892000.00","0.00","30",True,5,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"41.14","7900000.00","7900000.00","325006000.00","325006000.00","97502000.00","30",True,8,12,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-164747-4e39a329-61e3-4b52.png, files/com-12/image/220802-180105-529bc138-c478-47c2.png"
1,"41.14","8000000.00","8500000.00","349690000.00","329120000.00","0.00","30",True,2,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"41.14","9000000.00","9000000.00","370260000.00","370260000.00","111078000.00","30",False,6,18,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-184616-85bd20c0-7694-4f39.jpg, files/com-12/image/221207-184622-5e81b958-35d5-4592.jpg"
1,"41.14","9700000.00",NULL,NULL,"399058000.00","199529000.00","50",False,9,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-184616-85bd20c0-7694-4f39.jpg, files/com-12/image/221207-184622-5e81b958-35d5-4592.jpg"
1,"41.14","10000000.00",NULL,NULL,"411400000.00","205700000.00","50",False,7,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-184622-5e81b958-35d5-4592.jpg, files/com-12/image/221207-184616-85bd20c0-7694-4f39.jpg"
1,"41.14","10000000.00",NULL,NULL,"411400000.00","205700000.00","50",False,8,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-184622-5e81b958-35d5-4592.jpg, files/com-12/image/221207-184616-85bd20c0-7694-4f39.jpg"
1,"41.14","10500000.00","9200000.00","378488000.00","431970000.00","259182000.00","60",False,2,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-181831-19d3fb17-7f8f-4d69.jpg, files/com-12/image/221207-181837-c7805f06-a6be-4764.jpg"
1,"41.14","10500000.00","9200000.00","378488000.00","431970000.00","259182000.00","60",False,3,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-182430-faf9365c-3abe-45c4.jpg, files/com-12/image/221207-182436-154f8f60-002c-4171.jpg"
1,"41.14","10500000.00","9200000.00","378488000.00","431970000.00","259182000.00","60",False,4,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-184622-5e81b958-35d5-4592.jpg, files/com-12/image/221207-184616-85bd20c0-7694-4f39.jpg"
1,"41.14","10500000.00","9200000.00","378488000.00","431970000.00","259182000.00","60",False,5,22,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/221207-184622-5e81b958-35d5-4592.jpg, files/com-12/image/221207-184616-85bd20c0-7694-4f39.jpg"
1,"41.32","11500000.00","11500000.00","475180000.00","475180000.00","237590000.00","50",False,1,20,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"41.4","9700000.00","9700000.00","401580000.00","401580000.00","200790000.00","50",False,10,20,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"41.4","12000000.00","12000000.00","496800000.00","496800000.00","198720000.00","40",False,10,20,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/230616-164204-14cb5731-498f-4852.jpg, files/com-12/image/230616-164202-8f25c4c0-07c7-44f8.jpg"
1,"41.44","8000000.00","8500000.00","352240000.00","331520000.00","99456000.00","30",True,2,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"41.44","8100000.00","8100000.00","335664000.00","335664000.00","100700000.00","30",False,6,12,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-170001-0251802c-7210-495a.png, files/com-12/image/220802-171216-c815a970-25b7-4ad3.jpg"
1,"41.44","8500000.00","8500000.00","352240000.00","352240000.00","105672000.00","30",True,9,10,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-171216-c815a970-25b7-4ad3.jpg, files/com-12/image/220802-170001-0251802c-7210-495a.png"
1,"41.44","9000000.00","9000000.00","372960000.00","372960000.00","111888000.00","30",False,5,10,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-170001-0251802c-7210-495a.png, files/com-12/image/220802-171216-c815a970-25b7-4ad3.jpg"
1,"41.44","9000000.00","9000000.00","372960000.00","372960000.00","111888000.00","30",True,4,10,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-170001-0251802c-7210-495a.png, files/com-12/image/220802-171216-c815a970-25b7-4ad3.jpg"
1,"41.44","9000000.00","9000000.00","372960000.00","372960000.00","111888000.00","30",True,7,10,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-171216-c815a970-25b7-4ad3.jpg, files/com-12/image/220802-170001-0251802c-7210-495a.png"
1,"41.44","9000000.00","9000000.00","372960000.00","372960000.00","111888000.00","30",True,8,36,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004",NULL
1,"41.44","9200000.00","9200000.00","381248000.00","381248000.00","114374000.00","30",True,3,10,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/220802-171133-10fceae4-368c-43e7.jpg, files/com-12/image/220802-170001-0251802c-7210-495a.png"
1,"41.92","12000000.00","12000000.00","522240000.00","522240000.00","156672000.00","30",False,4,24,"SOLD",NULL,"3.2","6000000.00","6000000.00","LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/231003-104524-a7167572-2c2e-4d19.jpg, files/com-12/image/231003-104527-47eaa947-2eb0-4da8.jpg"
1,"41.92","12500000.00","12500000.00","524000000.00","524000000.00","157200000.00","30",False,8,24,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/231003-104524-a7167572-2c2e-4d19.jpg, files/com-12/image/231003-104527-47eaa947-2eb0-4da8.jpg"
1,"41.92","12500000.00","12500000.00","524000000.00","524000000.00","157200000.00","30",False,9,24,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/231003-104524-a7167572-2c2e-4d19.jpg, files/com-12/image/231003-104527-47eaa947-2eb0-4da8.jpg"
1,"41.92","13000000.00","13000000.00","544960000.00","544960000.00","163488000.00","30",False,6,24,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/231003-104527-47eaa947-2eb0-4da8.jpg, files/com-12/image/231003-104524-a7167572-2c2e-4d19.jpg"
1,"41.92","13000000.00","13000000.00","544960000.00","544960000.00","163488000.00","30",False,7,24,"SOLD",NULL,NULL,NULL,NULL,"LOTUS ART HOUSE MCHJ","2022-05-23","2024-05-23","Ko'kcha-Oqtepa","Shayxontohur tumani","Toshkent shahri","LOTUS ART HOUSE MCHJ","+998934918004","files/com-12/image/231003-104527-47eaa947-2eb0-4da8.jpg, files/com-12/image/231003-104524-a7167572-2c2e-4d19.jpg"
